facility_code,name,zip,address,longitude,latitude,method,matching_level
A131289,医療法人社団　東光会　八王子山王病院,192-0042,東京都八王子市中野山王２－１５－１６,139.3281511,35.67388008,geocoding,
A130935,一社）秋明会　健診ベース８０２,192-0046,東京都八王子市明神町４－３０－２,139.34523058,35.66193186,geocoding,
A130608,一般財団法人　仁和会　総合病院,192-0046,東京都八王子市明神町４－８－１,139.34146715,35.65829884,geocoding,
A131262,医療法人財団　興和会　みぎたクリニック,192-0066,東京都八王子市本町１３－８,139.33233451,35.6612455,geocoding,
A130771,市川内科クリニック,192-0072,東京都八王子市南町３－５シュゼル八王子１Ｆ,139.33359839,35.65814033,geocoding,
A131277,医療法人社団　清泉会　富士森内科八王子リウマチ膠原病クリニック,192-0082,東京都八王子市東町１－６橋完ＬＫビル１Ｆ,139.34033671,35.65774054,geocoding,
A130175,南大沢メディカルプラザ,192-0364,東京都八王子市南大沢２－２５フォレストモール南大沢２階,139.38134601,35.61314382,geocoding,
A130902,医療法人社団　ＳＨ　菅原脳神経外科クリニック,192-0903,東京都八王子市万町１７５－１クリニックビレッジＤ棟,139.33279316,35.6512161,geocoding,
A130451,むらやま外科クリニック,192-0906,東京都八王子市北野町５４５－３きたのタウンビル６Ｆ,139.35489417,35.64554785,geocoding,
A131248,富士森内科みなみのクリニック,192-0917,東京都八王子市西片倉３－１－２１第一みなみ野クリニックセンター２Ｆ,139.32977456,35.6341346,geocoding,
A130896,医療法人社団　永生会　南多摩病院,193-0832,東京都八王子市散田町３－１０－１,139.31323078,35.65551507,geocoding,
A131409,医療法人社団　永生会　南多摩病院附属クリニック,193-0832,東京都八王子市散田町３－９－１５―１Ｆ,139.31365574,35.65582894,geocoding,
A131259,酒井内科医院,193-0835,東京都八王子市千人町２－７－８,139.3115808,35.65942016,geocoding,
A131240,医療法人社団　清泉会　富士森内科クリニック,193-0931,東京都八王子市台町２－１４－２０,139.31787773,35.65200169,geocoding,
A131477,医療法人社団　永生会　永生クリニック,193-0942,東京都八王子市椚田町５８８－１７,139.30584592,35.63945008,geocoding,6
A131478,医療法人社団　永生会　クリニック０（ゼロ）,193-0943,東京都八王子市寺田町４９０,139.30694385,35.62190538,geocoding,6
A130843,医療法人社団　徳丹会　さぬき診療所,194-0003,東京都町田市小川２－２５－１４成瀬メディカルヴィレッジ１階,139.47166902,35.5313002,geocoding,
A130015,医療法人社団　絢雄会　佐藤寿一クリニック,194-0013,東京都町田市原町田１－７－１７ガレリア町田ビル２Ｆ,139.44809818,35.54024228,geocoding,
A131025,あらいこどもアレルギークリニック,194-0013,東京都町田市原町田４－１４－１４Ｌｉｆｉｘビル２階,139.4504507,35.54230049,geocoding,
A130529,医療法人社団　多摩医療会　原町田診療所,194-0013,東京都町田市原町田４－１７－１１,139.45194778,35.5431449,geocoding,
A130842,医療法人社団　稲垣耳鼻咽喉科医院,194-0013,東京都町田市原町田６－２２－１５,139.44918687,35.54353643,geocoding,
A131485,医療法人社団優和会　湘南健診クリニック　ココットまちだ館,194-0013,東京都町田市原町田６－８－１町田センタービル２Ｆ,139.4471426,35.54301696,geocoding,6
A131391,玉川学園前整形外科リウマチ科,194-0041,東京都町田市玉川学園７－４－４クリーピア野口２－３階,139.46338516,35.56232666,geocoding,
A131525,つるかわこどもクリニック,195-0053,東京都町田市能ヶ谷１－５－４ルーブル夏目１０２号室,139.48057871,35.58341034,geocoding,6
A130609,医療法人社団　星輝会　おおくら医院,195-0062,東京都町田市大蔵町３１６５,139.47077889,35.58301733,geocoding,
A130043,医療法人社団　潮友会　うしお病院,196-0021,東京都昭島市武蔵野２－７－１２,139.37741776,35.72151444,geocoding,
A131096,医療法人社団　安井会　セザイ皮フ科・しゅういち内科,197-0022,東京都福生市本町７－１プリマヴェール福生２階,139.32760453,35.73826686,geocoding,
A130361,医療法人社団　光輝会　ひかりクリニック,197-0022,東京都福生市本町９５－３,139.32660174,35.7403388,geocoding,
A130385,島井内科小児科クリニック,197-0024,東京都福生市牛浜１１８－１コートエレガンスＥｌｌｅ－Ｋ２Ｆ,139.3335459,35.73517573,geocoding,
A130178,医療法人社団　豊信会　草花クリニック,197-0802,東京都あきる野市草花２７２４,139.29241554,35.74296248,geocoding,
A130497,医療法人財団　暁　あきる台病院　健診センター,197-0804,東京都あきる野市秋川６－５－１,139.29196048,35.72934464,geocoding,
A130671,医療法人社団　幸誠会　星野小児科内科クリニック,197-0822,東京都あきる野市小川東１－１９－２０－１Ｆ,139.32492203,35.7183915,geocoding,
A130540,あさひ整形外科クリニック,198-0024,東京都青梅市新町３－３－１－２Ｆ,139.30307467,35.77826706,geocoding,
A130768,医療法人社団　新町クリニック健康管理センター,198-0024,東京都青梅市新町３－５６－１,139.30277454,35.78277764,geocoding,6
A131101,かとうクリニック,201-0012,東京都狛江市中和泉１－１－１－４階,139.57796492,35.63391331,geocoding,
A130700,岩下医院,201-0012,東京都狛江市中和泉５－２０－１１,139.56641019,35.64006236,geocoding,
A131358,医療法人　元気会　わかさクリニック　ひばりが丘院,202-0002,東京都西東京市ひばりが丘北３－３－１４モンマビル３Ｆ,139.54522666,35.75229577,geocoding,6
A131053,保谷北町かなざわファミリークリニック,202-0003,東京都西東京市北町１－６－１レッツビルディング２Ｆ,139.55928943,35.75306544,geocoding,
A130655,医療法人社団　斉藤小児科内科クリニック,202-0004,東京都西東京市下保谷４－２－２１,139.56538348,35.74951881,geocoding,
A131238,武蔵野総合クリニックいずみ,202-0011,東京都西東京市泉町３－６－９,139.55322087,35.74135559,geocoding,
A130172,医療法人社団　幸慶会　みわハートクリニック,202-0012,東京都西東京市東町２－１６－２３,139.56216442,35.74569418,geocoding,
A130992,医療法人社団　有実会　はやし内科クリニック,202-0012,東京都西東京市東町６－６－１０西東京メディカルモール,139.56560603,35.73945055,geocoding,
A130869,医療法人社団ＲＭＣ　東伏見整形外科,202-0014,東京都西東京市富士町４－１８－１０,139.56400937,35.7290406,geocoding,
A131446,東伏見駅前内科糖尿病クリニック,202-0014,東京都西東京市富士町４－１８－１１,139.56380383,35.72906837,geocoding,6
A130554,医療法人社団　啓信会　武村医院,202-0021,東京都西東京市東伏見５－９－１４,139.5588962,35.72254677,geocoding,
A130231,医療法人社団　欅会　東久留米クリニック,203-0013,東京都東久留米市新川町２－２－２２,139.53999347,35.76068913,geocoding,
A130703,細井医院,203-0014,東京都東久留米市東本町４－３,139.53397163,35.76263324,geocoding,
A130772,東久留米おだやかメディカルクリニック,203-0023,東京都東久留米市南沢５－１７イオンモール東久留米２階,139.52652843,35.74521564,geocoding,
A131051,医療法人社団　欅会　東久留米駅前クリニック,203-0053,東京都東久留米市本町１－３－６グランツビル２Ｆ,139.53274126,35.76035015,geocoding,
A130758,医療法人社団　順洋会　武蔵野総合クリニック,204-0021,東京都清瀬市元町１－８－３０,139.51994208,35.77363441,geocoding,
A130728,医療法人社団　功和会　平野クリニック,204-0022,東京都清瀬市松山１－４－１９ＨＲＮビル１・２・３階,139.52048373,35.77114861,geocoding,
A130626,野島整形外科内科,204-0022,東京都清瀬市松山２－１－３,139.51679799,35.770032,geocoding,
A130742,公益財団法人　結核予防会　複十字病院　健康管理センター,204-0022,東京都清瀬市松山３－１－２４,139.51150403,35.77103731,geocoding,
A130689,松田医院,205-0001,東京都羽村市小作台５－８－８,139.30142769,35.77467022,geocoding,
A131514,医療法人社団向日葵清心会　いずみクリニック健診プラザ,205-0002,東京都羽村市栄町２－６－２９,139.3115186,35.77236241,geocoding,6
A130821,医療法人社団　三秀会　羽村三慶病院,205-0015,東京都羽村市羽４２０７,139.33171713,35.76416117,geocoding,
A130710,羽村相互診療所,205-0023,東京都羽村市神明台１－３０－５,139.32059618,35.75299546,geocoding,
A130694,あいクリニック,206-0012,東京都多摩市貝取１４３１－３,139.44359832,35.63505116,geocoding,
A130182,医療法人社団　貝取内田医院,206-0012,東京都多摩市貝取１－５２－１ノーブル貝取１Ｆ,139.43766037,35.62446619,geocoding,
A130646,医療法人社団　泰永会　宮国医院,206-0025,東京都多摩市永山１－４グリナード永山５Ｆ,139.44805926,35.62920755,geocoding,
A131308,医療法人社団　めぐみ会　めぐみクリニック,206-0033,東京都多摩市落合１－３２－１多摩センターペペリビル４Ｆ,139.4279529,35.62416039,geocoding,
A130229,医療法人社団　めぐみ会　田村クリニック,206-0033,東京都多摩市落合１－３２－１多摩センターペペリビル５階,139.4279529,35.62416039,geocoding,
A130588,田村クリニック２,206-0033,東京都多摩市落合１－３５ライオンズプラザ多摩センター３階,139.4269891,35.62388818,geocoding,
A130897,医療法人社団ユスタヴィア　多摩センタークリニックみらい,206-0033,東京都多摩市落合１－３８マグレブパーキングビル１階,139.42658076,35.62478528,geocoding,
A130773,医療法人財団　医親会　多摩海上ビル診療所,206-0034,東京都多摩市鶴牧２－１－１多摩東京海上日動ビル中央館１Ｆ,139.41836494,35.62129939,geocoding,
A131368,医療法人社団　医正会　からきだ駅前クリニック,206-0035,東京都多摩市唐木田１－１－７プラザ唐木田１０４,139.41166016,35.61595267,geocoding,
A130657,北澤ニュータウンクリニック,206-0041,東京都多摩市愛宕４－１７－１リエス多摩センター１Ｆ,139.42721669,35.62787659,geocoding,
A130669,あべ内科クリニック,206-0802,東京都稲城市東長沼３１０７－１ピアタウン２１　２階,139.5006582,35.63693707,geocoding,
A131021,なかお内科クリニック,206-0802,東京都稲城市東長沼３１０７－４京王リトナード稲城３Ｆ,139.50016103,35.63655655,geocoding,
A130702,医療法人社団　新晴会　竹田耳鼻咽喉科気管食道科医院,206-0803,東京都稲城市向陽台５－４－２,139.48685306,35.63961053,geocoding,
A130698,平尾内科クリニック,206-0823,東京都稲城市平尾３－７－２６,139.4889583,35.60923614,geocoding,
A131195,医療法人社団　新晴会　若葉台耳鼻咽喉科,206-0824,東京都稲城市若葉台２－４－３－３０２,139.47193312,35.61988251,geocoding,
A130633,石山内科・ペインクリニック,207-0014,東京都東大和市南街１－３９－９,139.43258979,35.73895829,geocoding,
A130749,医療法人社団　正洋会　アイエスクリニック,207-0031,東京都東大和市奈良橋６－８８５－１４,139.42467057,35.74781542,geocoding,
A130677,医療法人社団　忍会　野口医院,207-0033,東京都東大和市芋窪３－１６２９,139.41462692,35.75284241,geocoding,
A130164,医療法人社団　千州会　ちかま医院,208-0022,東京都武蔵村山市榎３－４０－１５,139.38771862,35.74752847,geocoding,
A131057,かめい内科・外科クリニック,208-0034,東京都武蔵村山市残堀２－１４－１,139.37257006,35.74609766,geocoding,
A140078,医療法人社団うすい会　うすい整形外科医院,210-0006,神奈川県川崎市川崎区砂子２－２－１０第２園ビル,139.69939841,35.52944995,geocoding,
A140495,医療法人社団エキクリ　川崎駅東口内科クリニック,210-0007,神奈川県川崎市川崎区駅前本町１０－１ＭＥＦＵＬＬ川崎１１Ｆ,139.69917612,35.53198847,geocoding,
A140008,川崎健診クリニック,210-0007,神奈川県川崎市川崎区駅前本町１０－５クリエ川崎８Ｆ,139.69943444,35.53195236,geocoding,
A140412,医療法人社団　鉄医会　ナビタスクリニック川崎,210-0007,神奈川県川崎市川崎区駅前本町２６－１アトレ川崎８階,139.69721525,35.53093313,geocoding,
A140510,あべクリニック,210-0007,神奈川県川崎市川崎区駅前本町４－７堀井ビル３Ｆ,139.69970113,35.53020817,geocoding,6
A140462,畑医院,210-0012,神奈川県川崎市川崎区宮前町５－１,139.70411192,35.52751679,geocoding,
A140422,医療法人社団　和光会　総合川崎臨港病院,210-0806,神奈川県川崎市川崎区中島３－１３－１,139.7174014368916,35.52577460368867,normalized_existing,
A140092,村上外科医院,210-0834,神奈川県川崎市川崎区大島１－５－１４,139.71041697,35.52537251,geocoding,
A140493,医療法人社団　ナイズ　キャップスクリニック　小田栄,210-0843,神奈川県川崎市川崎区小田栄２－２－３ＬＩＣＯＰＡ川崎２Ｆ,139.70729814,35.51567952,geocoding,
A140135,京町クリニック,210-0848,神奈川県川崎市川崎区京町１－９－１１大森ビル１Ｆ,139.69498526,35.5177712,geocoding,
A140368,医療法人敬文会社団　黒坂医院,210-0848,神奈川県川崎市川崎区京町２－８－１７,139.69491031,35.5155604,geocoding,
A140421,東扇島診療所,210-0869,神奈川県川崎市川崎区東扇島７８福利厚生センター２Ｆ,139.75863599,35.49627158,geocoding,
A140172,武蔵小杉内科・漢方・循環器,211-0004,神奈川県川崎市中原区下沼部１８１０－１シティハウス武蔵小杉２Ｆ,139.66347796,35.57287991,geocoding,
A140453,ヒロクリニック,211-0004,神奈川県川崎市中原区新丸子東１－８２６－１階,139.66346892,35.57995625,geocoding,
A140435,医療法人社団　恒潤会　武蔵小杉皮ふ科,211-0004,神奈川県川崎市中原区新丸子東３－１３０２　ららテラス武蔵小杉４Ｆ,139.65971984,35.57513505,geocoding,
A140346,医療法人社団　武光会　武蔵小杉ささもと小児科・アレルギー科,211-0004,神奈川県川崎市中原区新丸子東３－１３０２　ららテラス武蔵小杉４階,139.65971984,35.57513505,geocoding,
A140451,山口外科,211-0005,神奈川県川崎市中原区新丸子町７４５－３,139.66086359,35.58041728,geocoding,
A140440,医療法人社団　ナイズ　キャップスクリニック武蔵小杉,211-0016,神奈川県川崎市中原区市ノ坪４４９－３シティタワー武蔵小杉,139.65985062,35.57278832,geocoding,
A140326,宇藤内科医院,211-0022,神奈川県川崎市中原区苅宿２４－３７,139.66249543,35.56272057,geocoding,
A140149,すずき耳鼻咽喉科クリニック,211-0035,神奈川県川崎市中原区井田１－３６－３メディパーク川崎井田２Ｆ,139.63983337,35.56505024,geocoding,
A140138,上杉クリニック,211-0041,神奈川県川崎市中原区下小田中１－１５－３３,139.63779649,35.57990872,geocoding,
A140122,医療法人光仁会　たかはし内科,211-0041,神奈川県川崎市中原区下小田中１－３－６ＪＯＪビル１Ｆ,139.63947132,35.57980597,geocoding,
A140123,医療法人社団　山高クリニック,211-0041,神奈川県川崎市中原区下小田中２－３３－３９グランディール１Ｆ,139.64150195,35.57616218,geocoding,
A140215,中島こどもと家族のクリニック,211-0044,神奈川県川崎市中原区新城３－５－１,139.62993307,35.58589671,geocoding,
A140496,武蔵小杉森のこどもクリニック小児科・皮膚科,211-0063,神奈川県川崎市中原区小杉町２－２２８－１パークシティ武蔵小杉１Ｆ,139.65548387,35.57753167,geocoding,
A140407,むらた内科クリニック,211-0063,神奈川県川崎市中原区小杉町３－１５０１セントア武蔵小杉Ａ棟１階,139.65672002,35.57601535,geocoding,
A140436,医療法人社団　恒潤会　こすぎ皮ふ科,211-0063,神奈川県川崎市中原区小杉町３－４３２尾村ビル１Ｆ・２Ｆ,139.65834781,35.57452126,geocoding,
A140238,たむらクリニック,211-0066,神奈川県川崎市中原区今井西町１２－１４,139.64822369,35.57422379,geocoding,
A140009,アルファメディッククリニック,212-0013,神奈川県川崎市幸区堀川町５８０－１６川崎テックセンター８Ｆ,139.70050083,35.53606006,geocoding,
A140486,医療法人社団育心会　ミューザ川崎こどもクリニック,212-0014,神奈川県川崎市幸区大宮町１３１０ミューザ川崎２Ｆ,139.69457383,35.53131092,geocoding,
A140324,医療法人社団慶真会　川崎中央クリニック,212-0022,神奈川県川崎市幸区神明町２－６８－７,139.68548578,35.53659652,geocoding,
A140195,まつの内科クリニック,212-0032,神奈川県川崎市幸区新川崎５－２シンカモール３階,139.6700144,35.55102046,geocoding,
A140136,医療法人社団　博仁会　関口医院,212-0052,神奈川県川崎市幸区古市場１－２１,139.68633801,35.55345787,geocoding,
A140181,医療法人社団　晃愛会　たくま幸クリニック,212-0054,神奈川県川崎市幸区小倉３－２８－１２,139.67004279,35.53952141,geocoding,
A140530,南加瀬ファミリークリニック,212-0055,神奈川県川崎市幸区南加瀬２－６－８南加瀬メディカルモール２Ｆ,139.65987399,35.54947549,geocoding,6
A140539,クリニックフォア溝の口,213-0001,神奈川県川崎市高津区溝口１－４ー１マルイファミリー溝口１０Ｆ,139.61313437,35.59916992,geocoding,6
A140313,医療法人社団　山貴会　二子クリニック,213-0002,神奈川県川崎市高津区二子１－１１－１５,139.61849687,35.60612694,geocoding,
A140013,医療法人社団　彩新会　ＫＳＰクリニック,213-0012,神奈川県川崎市高津区坂戸３－２－１かながわサイエンスパーク西棟５Ｆ,139.6207254,35.59414004,geocoding,
A140250,医療法人社団輔仁会　片倉病院,213-0014,神奈川県川崎市高津区新作４－１１－１６,139.61926215,35.58679685,geocoding,
A140441,新城・新作こどもクリニック,213-0014,神奈川県川崎市高津区新作４－１２－６ＦＭビル２階,139.6193566,35.58635248,geocoding,
A140352,医療法人　仁泉会　桐村医院,213-0022,神奈川県川崎市高津区千年２００－５,139.62125415,35.57485984,geocoding,
A140147,松岡クリニック,213-0033,神奈川県川崎市高津区下作延２－３５－１スペースアメニティ梶ヶ谷２Ｆ,139.60400795,35.59502906,geocoding,
A140153,国島医院,213-0033,神奈川県川崎市高津区下作延３－２２－７,139.59800853,35.59179347,geocoding,
A140152,医療法人社団　奏　長瀬クリニック,213-0033,神奈川県川崎市高津区下作延３－３－１０スルバリエ梶ヶ谷２Ｆ,139.60058582,35.59665927,geocoding,
A140142,てづか内科循環器クリニック,214-0001,神奈川県川崎市多摩区菅１－５－１２－１Ａ,139.53650371,35.63300625,geocoding,
A140171,医療法人社団　豊栄会　稲田堤メディカルクリニック,214-0001,神奈川県川崎市多摩区菅２－１５－５,139.52982364,35.63303383,geocoding,
A140130,医療法人徳真会　西村クリニック,214-0001,神奈川県川崎市多摩区菅２－４－２サニーサイド２０２,139.5335511,35.63349497,geocoding,
A140160,あいクリニック産婦人科・小児科,214-0006,神奈川県川崎市多摩区菅仙谷４－１－５よみうりランドクリニックモール１Ｆ,139.51637822,35.62431565,geocoding,
A140166,大倉消化器科　外科クリニック,214-0006,神奈川県川崎市多摩区菅仙谷４－１－５よみうりランドクリニックモール２Ｆ,139.51637822,35.62431565,geocoding,
A140240,医療法人社団　三知会　中野島小児科クリニック,214-0012,神奈川県川崎市多摩区中野島６－２２－９,139.55210795,35.63074833,geocoding,
A140189,医療法人社団　家族の森　多摩ファミリークリニック,214-0013,神奈川県川崎市多摩区登戸新町３３７,139.56578731,35.62246863,geocoding,
A140302,やまもとクリニック,214-0013,神奈川県川崎市多摩区登戸新町４０４,139.56824815,35.62154092,geocoding,
A140361,岡野内科医院,214-0014,神奈川県川崎市多摩区登戸１７３７ハーベストヒル１階,139.56193551,35.61878615,geocoding,
A140472,医療法人社団やまびこ　向ヶ丘遊園整形外科リウマチ科,214-0014,神奈川県川崎市多摩区登戸２０５２ヨシザワプラザビル３Ｆ,139.5648908,35.61696968,geocoding,
A140298,久保田診療所,214-0021,神奈川県川崎市多摩区宿河原４－２１－２３,139.57927509,35.61583344,geocoding,
A140433,コクボ診療所,214-0021,神奈川県川崎市多摩区宿河原６－３３－９－１Ｆ,139.59040219,35.61034557,geocoding,
A140279,かえでファミリークリニック,214-0023,神奈川県川崎市多摩区長尾５－２－２－１０１,139.58172521,35.6115592,geocoding,
A140246,渡辺小児科医院,214-0039,神奈川県川崎市多摩区栗谷３－１－１－２０７,139.53967447,35.61464844,geocoding,
A140109,新ゆりクリニック,215-0004,神奈川県川崎市麻生区万福寺１－８－７,139.50395814,35.60345499,geocoding,
A140367,おばた小児クリニック,215-0005,神奈川県川崎市麻生区千代ケ丘４－１８－１２　スカイプラザ１Ａ,139.50428532,35.6119951,geocoding,
A140490,医療法人社団　神緑会　いしだクリニック,215-0011,神奈川県川崎市麻生区百合丘２－７－１,139.51620728,35.60418846,geocoding,
A140403,医療法人社団　晃進会　たま日吉台病院,215-0013,神奈川県川崎市麻生区王禅寺１１０５,139.52611513,35.58666579,geocoding,
A140167,新ゆり内科,215-0017,神奈川県川崎市麻生区王禅寺西４－３－８,139.51176622,35.59546473,geocoding,
A140124,王禅寺整形外科,215-0018,神奈川県川崎市麻生区王禅寺東３－２６－６,139.51508823,35.5875656,geocoding,
A140535,医療法人社団北村会　堀野メディカルクリニック,215-0018,神奈川県川崎市麻生区王禅寺東３－２６－６　王禅寺メディカル１Ｆ,139.51510212,35.58757672,geocoding,6
A140513,医療法人社団ナイズ　キャップスクリニック新百合ヶ丘,215-0021,神奈川県川崎市麻生区上麻生１－１９イオンスタイル新百合ヶ丘５Ｆ,139.50677192,35.60230246,geocoding,5
A140234,医療法人社団　黎明会　新百合ヶ丘ステーションクリニック,215-0021,神奈川県川崎市麻生区上麻生１－２０－１小田急アコルデ新百合ヶ丘５階,139.50744405,35.60331896,geocoding,
A140429,しんゆり皮フ科クリニック,215-0021,神奈川県川崎市麻生区上麻生１－５－２小田急新百合ヶ丘ビル４Ｆ,139.50885789,35.60248023,geocoding,
A140536,たま内科・循環器内科,215-0021,神奈川県川崎市麻生区上麻生３－１－１ヤオコー新百合ヶ丘店別館２Ｆ,139.50529984,35.60119154,geocoding,6
A140301,柿生すずき内科・循環器内科,215-0021,神奈川県川崎市麻生区上麻生５－２３－６,139.49913951,35.59064302,geocoding,
A140276,ユミカ内科小児科ファミリークリニック,215-0021,神奈川県川崎市麻生区上麻生５－４０－１,139.4966369,35.58954856,geocoding,
A140515,医療法人二生会　くろかわ内科クリニック,215-0034,神奈川県川崎市麻生区南黒川１－７フォレストモール川崎黒川,139.47010034,35.6127863,geocoding,6
A140179,医療法人　日米会　鷺沼診療所,216-0003,神奈川県川崎市宮前区有馬１－２２－１６,139.57817757,35.57665377,geocoding,
A140383,こにしクリニック,216-0004,神奈川県川崎市宮前区鷺沼１－３－１３鷺沼東急アパート１Ｆ,139.57496951,35.57675918,geocoding,
A140423,医療法人社団　菜愛会　つちはし整形外科リウマチ科,216-0005,神奈川県川崎市宮前区土橋７－２６－６,139.5735607,35.58920143,geocoding,
A140127,医療法人社団　福島内科医院,216-0006,神奈川県川崎市宮前区宮前平２－１９－９,139.57931578,35.58856286,geocoding,
A140342,医療法人社団　健栄会　宮前平健栄クリニック,216-0007,神奈川県川崎市宮前区小台２－５－２宮前平ハイツ２階,139.58280459,35.58407488,geocoding,
A140394,医療法人社団　医心会　宮前平グリーンハイツ診療所,216-0023,神奈川県川崎市宮前区けやき平１－１６－２０９,139.57687412,35.59365092,geocoding,
A140518,みやまえファミリークリニック,216-0035,神奈川県川崎市宮前区馬絹４－４－１３メゾーネ宮崎台１Ｆ,139.59873115,35.58129541,geocoding,6
A140277,医療法人社団　昌慶会　小野田医院,216-0035,神奈川県川崎市宮前区馬絹６－２２－１４,139.5961701,35.5852891,geocoding,
A140262,医療法人社団　前川メディカルクリニック,220-0004,神奈川県横浜市西区北幸１－１－８エキニア横浜８Ｆ,139.62144587,35.46762389,geocoding,
A140378,松尾医院,220-0004,神奈川県横浜市西区北幸１－４－１天理ビル５Ｆ,139.61962109,35.46726284,geocoding,
A140377,久保クリニック,220-0004,神奈川県横浜市西区北幸２－５－１５プレミア横浜西口ビル１Ｆ,139.61736024,35.46729063,geocoding,
A140350,スカイビル内科,220-0011,神奈川県横浜市西区高島２－１９－１２スカイビル２１階,139.62447888,35.46472143,geocoding,
A140053,医療法人社団　アスクレピオス　ランドマーク横浜国際クリニック,220-0012,神奈川県横浜市西区みなとみらい２－２－１　ランドマークプラザ１Ｆ,139.63100343,35.45529764,geocoding,
A140476,医療法人社団　ＭＹメディカル　ＭＹメディカルクリニック横浜みなとみらい,220-0012,神奈川県横浜市西区みなとみらい３－６－１みなとみらいセンタービル１１階,139.63323924,35.4576223,geocoding,
A140074,横浜リーフみなとみらい健診クリニック,220-0012,神奈川県横浜市西区みなとみらい４－６－５　リーフみなとみらい１１階,139.6287813,35.45926657,geocoding,
A140507,伸寿記念クリニック,220-0012,神奈川県横浜市西区みなとみらい６－３－６オーケーみなとみらいビル１Ｆ,139.63163641,35.46331318,geocoding,6
A140016,医療法人財団　コンフォート　コンフォート横浜健診センター,220-0023,神奈川県横浜市西区平沼２－８－２５,139.61646599,35.4584223,geocoding,
A140296,富田内科クリニック,220-0053,神奈川県横浜市西区藤棚町１－５８－６富田クリニックビル１階,139.61311921,35.45032054,geocoding,
A140168,医療法人社団　ランドマーク医院　クィーンズクリニック,220-6204,神奈川県横浜市西区みなとみらい２－３－５　クィーンズタワーＣ４階,139.63411139,35.45706404,geocoding,
A140047,医療法人ＡＺグループ　横浜エムエムクリニック,220-8401,神奈川県横浜市西区みなとみらい３－３－１　三菱重工横浜ビル３Ｆ,139.62969519,35.4561892,geocoding,
A140315,大口さいとうクリニック,221-0002,神奈川県横浜市神奈川区大口通３０－５　鈴鹿ビル２Ｆ,139.64553673,35.48892101,geocoding,
A140538,くにひろクリニック,221-0002,神奈川県横浜市神奈川区大口通５６－５大口メディカルセンタービル２Ｆ,139.64496178,35.49120414,geocoding,6
A140177,公益財団法人　柿葉会　神奈川診療所,221-0043,神奈川県横浜市神奈川区新町１５－６,139.64122046,35.48175482,geocoding,
A140455,たむら内科クリニック東神奈川,221-0044,神奈川県横浜市神奈川区東神奈川１－１０－１　ザ・ステーションタワー東神奈川１階,139.63324371,35.4772387,geocoding,
A140450,はたの東神奈川キッズクリニック,221-0044,神奈川県横浜市神奈川区東神奈川２－４２－５　ゴールデン東神奈川ビル２０１,139.6370627,35.47811913,geocoding,
A140312,医療法人　雅房会　井関医院,221-0052,神奈川県横浜市神奈川区栄町６－１ヨコハマポートサイドロア弐番館１階,139.62956703,35.46832916,geocoding,
A140353,あびこ消化器内科クリニック,221-0057,神奈川県横浜市神奈川区青木町６－１５,139.62976692,35.47049828,geocoding,
A140068,おおぐり医院,221-0061,神奈川県横浜市神奈川区七島町１２７－９,139.64583393,35.48693785,geocoding,
A140290,中村医院,221-0065,神奈川県横浜市神奈川区白楽１２１,139.626969,35.48952612,geocoding,
A140376,消化器内科　横浜むらきクリニック,221-0835,神奈川県横浜市神奈川区鶴屋町２－２６－４　第３安田ビル１Ｆ,139.62030155,35.469382,geocoding,
A140543,小林内科・循環器クリニック,221-0866,神奈川県横浜市神奈川区羽沢南２－４４ー５　２Ｆ,139.58483839,35.48022526,geocoding,6
A140060,いけだ整形外科,222-0001,神奈川県横浜市港北区樽町２－６－４０Ｔ－ＰＬＡＴＺ２Ｆ,139.63716256,35.5320088,geocoding,
A140161,（医）社団　浅木クリニック,222-0011,神奈川県横浜市港北区菊名１－１－８,139.63289886,35.49860593,geocoding,
A140173,八木クリニック,222-0011,神奈川県横浜市港北区菊名６－１２－１２金子ビル３Ｆ３０１号,139.63209372,35.51353839,geocoding,
A140059,中野こどもクリニック,222-0012,神奈川県横浜市港北区富士塚１－１－１,139.63177961,35.50008645,geocoding,
A140289,山田医院,222-0032,神奈川県横浜市港北区大豆戸町２１２,139.63047445,35.51211348,geocoding,
A140533,医療法人社団慈友会　山田内科,222-0033,神奈川県横浜市港北区新横浜２－２－３新横浜第１竹生ビル４Ｆ,139.61304878,35.50667781,geocoding,6
A140366,社会医療法人社団　三思会　新横浜メディカルサテライト,222-0033,神奈川県横浜市港北区新横浜２－５－１１金子第一ビル４階,139.61586785,35.50969694,geocoding,
A140191,医療法人社団やまびこ　新横浜整形外科リウマチ科,222-0033,神奈川県横浜市港北区新横浜３－６－４千歳観光ビル１～４階,139.61824809,35.50868592,geocoding,6
A140328,医療法人社団　服部クリニック,222-0037,神奈川県横浜市港北区大倉山１－２８－３,139.631916,35.52051559,geocoding,
A140465,日吉の森内科クリニック,223-0051,神奈川県横浜市港北区箕輪町１－２４－９－２Ｆ,139.64516417,35.54859776,geocoding,
A140300,医療法人　あべこどもクリニック,223-0051,神奈川県横浜市港北区箕輪町２－１５－２２,139.64723634,35.54446238,geocoding,
A140314,綱島クリニック,223-0053,神奈川県横浜市港北区綱島西２－３－２ナイスアーバンステイツ綱島２Ｆ,139.63324895,35.53564432,geocoding,
A140381,医療法人社団設身会　川野糖尿病・循環器内科,223-0053,神奈川県横浜市港北区綱島西４－８－１８川野ビル３階,139.62711322,35.54199875,geocoding,
